Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0352017C;Ecole maternelle publique Anne Sylvestre;Ecole;Public;16 rue de la Mettrie;;35850 ROMILLE;35850;35245;Romillé;035;14;53;1;0;;;;0299232513;;;ecole.0352017C@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350245300037;106;;48.21408519314146, -1.8905095946722752;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;336973.5;6801660.5;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Grégoire;48.21408519314146;-1.8905095946722752;Numéro de rue;1978-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350057X;;;;
0352034W;Ecole maternelle publique La Marelle;Ecole;Public;3 rue du Perray;;35580 GOVEN;35580;35123;Goven;035;14;53;1;0;;;;0299420720;;;ecole.0352034W@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350123200036;85;;48.00510547460907, -1.8492598279923547;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;338606.3;6778291.5;EPSG:2154;Circonscription d'inspection du 1er degré de Pacé;48.00510547460907;-1.8492598279923547;Numéro de rue;1979-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0352958A;;;;
0352056V;Ecole primaire publique le Chêne Centenaire;Ecole;Public;2 rue du Chêne Centenaire;;35410 NOUVOITOU;35410;35204;Nouvoitou;035;14;53;1;1;;;;0299374270;;;ecole.0352056V@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350204000024;374;;48.04053845203238, -1.5439200322764441;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;361562.4;6780868.9;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaugiron;48.04053845203238;-1.5439200322764441;Numéro de rue;1981-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352541X;;;;
0352096N;Ecole primaire publique Montaubert;Ecole;Public;14 rue de la Dussetière;;35133 LECOUSSE;35133;35150;Lécousse;035;14;53;1;1;;;;0299991445;;;ecole.0352096N@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350150500027;249;;48.36653210003845, -1.2095696672487688;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;388371.3;6815667.1;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.36653210003845;-1.2095696672487688;Numéro de rue;1981-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350967L;;;;
0352128Y;Ecole primaire privée Ste Marie;Ecole;Privé;8 rue de la Vignourie;;35530 SERVON SUR VILAINE;35530;35327;Servon-sur-Vilaine;035;14;53;1;1;;;;0299001248;;;ec.0352128Y@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;77778205300022;235;;48.11885978829929, -1.459230304132394;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;368354.7;6789199.1;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaubourg;48.11885978829929;-1.459230304132394;Numéro de rue;1982-07-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352448W;;;;
0352152Z;Ecole primaire privée Ste Jeanne d'Arc;Ecole;Privé;24 rue Jeanne d'Arc MESSAC;;35480 GUIPRY MESSAC;35480;35176;Guipry-Messac;035;14;53;1;1;;;;0299346290;;;ec.0352152Z@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77770468500034;90;;47.82102378846687, -1.8067896720303258;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;340523.1;6757681.4;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.82102378846687;-1.8067896720303258;Numéro de rue;1983-07-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352957Z;;;;
0352171V;Ecole primaire privée St Louis;Ecole;Privé;2 rue de l'Eglise;;35500 TAILLIS;35500;35330;Taillis;035;14;53;1;1;;;;0299769617;;;ec.0352171V@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77775761800023;67;;48.18587142359535, -1.2383396231801274;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;385166.3;6795730.8;EPSG:2154;Circonscription d'inspection du 1er degré de Vitré;48.18587142359535;-1.2383396231801274;Numéro de rue;1984-07-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035036;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351909K;;;;
0352198Z;Ecole maternelle publique Jean de la Fontaine;Ecole;Public;16 rue des Ecoles;;35630 VIGNOC;35630;35356;Vignoc;035;14;53;1;0;;;;0299698692;;;ecole.0352198Z@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350356800031;120;;48.248567032804345, -1.7849103320113682;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;345034.6;6805005.5;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Grégoire;48.248567032804345;-1.7849103320113682;Numéro de rue;1986-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0352760K;;;;
0352211N;Ecole élémentaire publique Legatelois;Ecole;Public;11 rue CHARLES LE GOFFIC;;35400 ST MALO;35400;35288;Saint-Malo;035;14;53;0;1;;;;0299560406;;;ecole.0352211N@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350288300381;199;;48.65790088556675, -1.9800605105534768;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;333444.1;6851310.8;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Malo Ville;48.65790088556675;-1.9800605105534768;Numéro de rue;1991-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350044H;;;;
0352241W;école primaire publique Jacques Prévert;Ecole;Public;2 rue Emile Despres;;35170 BRUZ;35170;35047;Bruz;035;14;53;1;1;;;;0299529089;;;ecole.0352241W@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350047300052;374;;48.02636237436873, -1.7476303897858654;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;346313.0;6780189.1;EPSG:2154;Circonscription d'inspection du 1er degré de Bruz;48.02636237436873;-1.7476303897858654;Numéro de rue;1988-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350002M;;;;
0352245A;Ecole primaire privée Ste Anne;Ecole;Privé;25 avenue de l'Ardenne;;35130 RANNEE;35130;35235;Rannée;035;14;53;1;1;;;;0299962718;;;ec.0352245A@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77772006100012;88;;47.92408241561296, -1.2414094933925197;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;383376.6;6766693.4;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaubourg;47.92408241561296;-1.2414094933925197;Numéro de rue;1988-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351799R;;;;
0352321H;Ecole primaire publique Fanny Dufeil;Ecole;Public;9 rue du Général de Gaulle SAINT-PIERRE-DE-PLESGUEN;;35720 MESNIL ROC H;35720;35308;Mesnil-Roc'h;035;14;53;1;1;;;;0299562361;;;ecole.0352321H@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;20008586800061;235;;48.445838620345825, -1.9121197567982318;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;336972.8;6827469.0;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.445838620345825;-1.9121197567982318;Numéro de rue;1992-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350707D;;;;
0352359Z;Ecole primaire privée Ste Anne;Ecole;Privé;6 rue du Docteur Haicault;;35470 BAIN DE BRETAGNE;35470;35012;Bain-de-Bretagne;035;14;53;1;1;;;;0299437046;;;ec.0352359Z@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77765133200028;401;;47.839732863601704, -1.6840104356853336;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;349817.5;6759204.7;EPSG:2154;Circonscription d'inspection du 1er degré de Bain-de-Bretagne;47.839732863601704;-1.6840104356853336;Numéro de rue;1993-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350970P;;;;
0352392K;Ecole primaire publique François Renaud;Ecole;Public;227 rue des Ecoles;;35800 ST LUNAIRE;35800;35287;Saint-Lunaire;035;14;53;1;1;;;;0299460328;;;ecole.0352392K@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350287500056;219;;48.63162035400582, -2.106379767961783;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;323970.4;6848989.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Malo Ville;48.63162035400582;-2.106379767961783;Numéro de rue;1996-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350044H;;;;
0352447V;Ecole primaire publique Alix de Bretagne;Ecole;Public;1 chemin DES HARAS;;35140 ST AUBIN DU CORMIER;35140;35253;Saint-Aubin-du-Cormier;035;14;53;1;1;;;;0299392765;;;ecole.0352447V@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;21350253700078;311;;48.25887800439577, -1.401210341659341;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;373532.2;6804493.9;EPSG:2154;Circonscription d'inspection du 1er degré de Vitré;48.25887800439577;-1.401210341659341;Numéro de rue;1995-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350039C;;;;
0352489R;Ecole primaire privée St Joseph;Ecole;Privé;3 bis rue du Chanoine Bouffort;;35290 ST MEEN LE GRAND;35290;35297;Saint-Méen-le-Grand;035;14;53;1;1;;;;0299096501;;;ec.0352489R@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77777657600046;265;;48.18933061630592, -2.184980441980714;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;314964.7;6800309.8;EPSG:2154;Circonscription d'inspection du 1er degré de Montfort-sur-Meu;48.18933061630592;-2.184980441980714;Rue;1996-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351850W;;;;
0352535R;Ecole primaire publique Aurelie Nemours;Ecole;Public;5 rue du Bignon;;35380 TREFFENDEL;35380;35340;Treffendel;035;14;53;1;1;;;;0299610492;;;ecole.0352535R@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350340200074;132;;48.03969047027757, -2.003810371913977;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;327346.9;6782845.6;EPSG:2154;Circonscription d'inspection du 1er degré de Pacé;48.03969047027757;-2.003810371913977;Numéro de rue;1999-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352958A;;;;
0352592C;Ecole primaire publique Michel Serrault;Ecole;Public;2 rue Lamennais;;35550 SIXT SUR AFF;35550;35328;Sixt-sur-Aff;035;14;53;1;1;;;;0299700643;;;ecole.0352592C@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350328700046;62;;47.77656917130837, -2.0817205322752885;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;319672.3;6754039.7;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.77656917130837;-2.0817205322752885;Numéro de rue;2002-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351969A;;;;
0352676U;Ecole primaire publique les Prés Verts;Ecole;Public;Route de Neuville;;35250 ANDOUILLE NEUVILLE;35250;35003;Andouillé-Neuville;035;14;53;1;1;;;;0299556428;;;ecole.0352676U@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350003600065;130;;48.29600162037775, -1.5895994028869933;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;359813.2;6809408.5;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.29600162037775;-1.5895994028869933;Rue;2003-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351849V;;;;
0352688G;Ecole maternelle publique Gantelles;Ecole;Public;1 rue D'ERLANGEN;;35700 RENNES;35700;35238;Rennes;035;14;53;1;0;;;;0257213041;;;ecole.0352688G@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;21350238802189;247;;48.131512297063814, -1.6611297323724945;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;353438.9;6791469.9;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Est;48.131512297063814;-1.6611297323724945;Numéro de rue;2004-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350027P;;;;
0352718P;Ecole primaire publique les Trois Chênes;Ecole;Public;Avenue de Bretagne;;35133 LAIGNELET;35133;35138;Laignelet;035;14;53;1;1;;;;0299942499;;;ecole.0352718P@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350138000082;123;;48.370447222335535, -1.1600294012174095;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;392058.2;6815907.3;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.370447222335535;-1.1600294012174095;Rue;2006-09-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350967L;;;;
0350149X;Ecole primaire publique Jean de la Varende;Ecole;Public;3 rue de l'Ecole;;35330 BOVEL;35330;35035;Bovel;035;14;53;1;1;;;;0299920470;;;ecole.0350149X@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350035800022;69;;47.95065910790734, -1.9754195761221336;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;328835.5;6772838.3;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.95065910790734;-1.9754195761221336;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350017D;;;;
0350180F;Ecole primaire publique la Choinette;Ecole;Public;10 rue de l'Ecole;;35250 CHASNE SUR ILLET;35250;35067;Chasné-sur-Illet;035;14;53;1;1;;;;0785768144;;;ecole.0350180F@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350067100028;171;;48.24145522968878, -1.5614260614286641;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;361549.1;6803235.2;EPSG:2154;Circonscription d'inspection du 1er degré de Liffre;48.24145522968878;-1.5614260614286641;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351790F;;;;
0350218X;Ecole maternelle publique Jules Verne;Ecole;Public;7 rue St J Baptiste de la Salle;;35800 DINARD;35800;35093;Dinard;035;14;53;1;0;;;;0299461981;;;ecole.0350218X@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350093700106;87;;48.62880527995902, -2.0568593897236687;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;327592.0;6848442.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Malo Ville;48.62880527995902;-2.0568593897236687;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350044H;;;;
0350221A;Ecole primaire publique Anne Sylvestre;Ecole;Public;21 rue des Rochers;;35440 DINGE;35440;35094;Dingé;035;14;53;1;1;;;;0299450248;;;ecole.0350221A@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350094500026;143;;48.36029111921032, -1.7164305804623974;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;350849.9;6817095.3;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.36029111921032;-1.7164305804623974;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350707D;;;;
0350224D;Ecole primaire publique Louise Michel;Ecole;Public;9 place Chateaubriand;;35120 DOL DE BRETAGNE;35120;35095;Dol-de-Bretagne;035;14;53;1;1;;;;0299481358;;;ecole.0350224D@ac-rennes.fr;1;0;1;;;;;;;;;;;;;REP;;21350095200089;305;;48.55092195162188, -1.750850000678768;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;349579.1;6838399.8;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.55092195162188;-1.750850000678768;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350708E;;;;
0350228H;Ecole primaire publique Jean de la Fontaine;Ecole;Public;Avenue Yves Pottier;;35410 DOMLOUP;35410;35099;Domloup;035;14;53;1;1;;;;0299374748;;;ecole.0350228H@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350099400032;337;;48.062205022640356, -1.5257643558219485;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;363051.1;6783195.0;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaugiron;48.062205022640356;-1.5257643558219485;Rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352248D;;;;
0350253K;Ecole maternelle publique Raoul II;Ecole;Public;9 rue de Rille;;35300 FOUGERES;35300;35115;Fougères;035;14;53;1;0;;;;0299993513;;;ecole.0350253K@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350115800215;23;;48.355308862577026, -1.2091104286336984;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;388338.8;6814419.6;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.355308862577026;-1.2091104286336984;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350967L;;;;
0350267A;Ecole primaire publique Nominoë;Ecole;Public;2 rue Buissonnière;;35140 GOSNE;35140;35121;Gosné;035;14;53;1;1;;;;0299663487;;;ecole.0350267A@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350121600096;144;;48.247351601162535, -1.4633699741899344;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;368853.9;6803473.7;EPSG:2154;Circonscription d'inspection du 1er degré de Vitré;48.247351601162535;-1.4633699741899344;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350039C;;;;
0350297H;Ecole primaire publique Louise Michel;Ecole;Public;7 rue du Couesnon;;35133 JAVENE;35133;35137;Javené;035;14;53;1;1;;;;0299996436;;;ecole.0350297H@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350137200022;170;;48.32030227686263, -1.217780575719813;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;387489.7;6810568.5;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.32030227686263;-1.217780575719813;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350967L;;;;
0350310X;Ecole primaire publique Camille Claudel;Ecole;Public;7 rue de la Mairie;;35580 LASSY;35580;35149;Lassy;035;14;53;1;1;;;;0299420271;;;ecole.0350310X@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350149700027;227;;47.978978115123795, -1.8727103951958979;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;336681.8;6775501.3;EPSG:2154;Circonscription d'inspection du 1er degré de Bruz;47.978978115123795;-1.8727103951958979;Rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351881E;;;;
0350323L;Ecole primaire publique Marie Le Tensorer;Ecole;Public;Rue Jules Ferry;;35420 LOUVIGNE DU DESERT;35420;35162;Louvigné-du-Désert;035;14;53;1;1;;;;0299980170;;;ecole.0350323L@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350162000032;175;;48.480426296540344, -1.130250170062911;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;394899.7;6827999.6;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.480426296540344;-1.130250170062911;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350041E;;;;
0350332W;Ecole primaire publique les Gallo Peints;Ecole;Public;12 rue Pierre Porcher;;35380 MAXENT;35380;35169;Maxent;035;14;53;1;1;;;;0299067197;;;ecole.0350332W@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350169500117;92;;47.98225906481531, -2.0369604533092174;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;324474.6;6776633.6;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.98225906481531;-2.0369604533092174;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350017D;;;;
0350334Y;Ecole primaire publique des Sept Loups;Ecole;Public;2 rue des Ecoles;;35360 MEDREAC;35360;35171;Médréac;035;14;53;1;1;;;;0299073006;;;ecole.0350334Y@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350171100021;108;;48.269183717307136, -2.0651543190000705;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;324419.5;6808588.8;EPSG:2154;Circonscription d'inspection du 1er degré de Montfort-sur-Meu;48.269183717307136;-2.0651543190000705;Rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352247C;;;;
0350366H;Ecole primaire publique Arc-en-Ciel;Ecole;Public;1 rue DES LILAS;;35520 MONTREUIL LE GAST;35520;35193;Montreuil-le-Gast;035;14;53;1;1;;;;0299666909;;;ecole.0350366H@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350193500034;199;;48.24777503799355, -1.725000062753021;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;349468.4;6804650.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Grégoire;48.24777503799355;-1.725000062753021;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352183H;;;;
0350386E;Ecole primaire publique Marthe Niel;Ecole;Public;4 rue des Chev de la Table Ronde;;35380 PAIMPONT;35380;35211;Paimpont;035;14;53;1;1;;;;0299078195;;;ecole.0350386E@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350211500065;75;;48.01775443305051, -2.1722102988372076;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;314663.6;6781221.3;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;48.01775443305051;-2.1722102988372076;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350017D;;;;
0350425X;Ecole primaire publique Charlie Chaplin;Ecole;Public;11 rue DE LA RIVE;;35600 REDON;35600;35236;Redon;035;14;53;1;1;;;;0299727096;;;ecole.0350425X@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;21350236200097;99;;47.65016485177879, -2.095700300511747;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;317721.8;6740092.4;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.65016485177879;-2.095700300511747;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351969A;;;;
0350438L;Ecole primaire publique de Roz Landrieux;Ecole;Public;5 rue de l'Eglise;;35120 ROZ LANDRIEUX;35120;35246;Roz-Landrieux;035;14;53;1;1;;;;0299480348;;;ecole.0350438L@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;21350246100022;127;;48.543445824454885, -1.8145195313488547;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;344838.0;6837854.7;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.543445824454885;-1.8145195313488547;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350708E;;;;
0350445U;Ecole primaire publique les Boschaux;Ecole;Public;14 bis rue de la Mairie;;35230 ST ARMEL;35230;35250;Saint-Armel;035;14;53;1;1;;;;0299627760;;;ecole.0350445U@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350250300047;222;;48.01435750913986, -1.5934194986289554;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;357710.6;6778177.8;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaugiron;48.01435750913986;-1.5934194986289554;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352541X;;;;
